dd,mm,zz,pp,departamento,municipio,puesto,mujeres,hombres,total,mesas,comuna,dirección,LATITUD,LONGITUD
05,97.0,99.0,11,BOLIVAR,SIMITI,EL GARZAL,173,254,427,1,,IE CERRO DE VERACRUZ SEDE EL GARZAL,7.927314636003630,-73.9448547363280
05,97.0,99.0,12,BOLIVAR,SIMITI,LAS BRISAS,256,387,643,1,,CASA COMUNAL PARQUE P/PAL,7.923234112947874,-73.948974609375
05,97.0,99.0,18,BOLIVAR,SIMITI,ORORIA,59,74,133,1,,I. E. VICENTE HONDARZA SEDE TRIBUTARIA,7.921873929606968,-73.9421081542968
05,97.0,99.0,22,BOLIVAR,SIMITI,MONTERREY,494,662,1156,1,,IE DE MONTERREY,7.930034962227517,-73.9393615722655
05,97.0,99.0,23,BOLIVAR,SIMITI,SAN BLAS,310,443,753,1,,IE SAN BLAS,7.923234112947850,-73.9434814453125
05,97.0,99.0,25,BOLIVAR,SIMITI,SAN JOAQUIN,191,258,449,1,,C.E. SAN JOAQUIN,7.956076900000000,-73.9487823999998
05,97.0,99.0,27,BOLIVAR,SIMITI,SAN LUIS,330,420,750,1,,IE 27 DE OCTUBRE SEDE SAN LUIS,7.8212712,-73.9315924
05,97.0,99.0,30,BOLIVAR,SIMITI,SANTA LUCIA,94,141,235,1,,IE SAN BLAS SEDE SANTA LUCIA,7.956379499999998,-73.9488041000000
05,97.0,99.0,49,BOLIVAR,SIMITI,VERACRUZ (CERRO DE BURGOS),331,427,758,1,,I.E. DEL CERRO DE VERACRUZ,7.923234112947888,-73.9544677734375
05,97.0,99.0,50,BOLIVAR,SIMITI,SABANA,170,181,351,1,,IE 27 DE OCTUBRE SEDE LA SABANA,7.812482499999999,-73.9375734999999
05,106.0,0.0,00,BOLIVAR,SOPLAVIENTO,NUEVO LIBANO,4529,4446,8975,3,,CALLE 14 CRA 24 No 11-123,10.394720198513584,-75.131461251585
05,110.0,0.0,00,BOLIVAR,TALAIGUA NUEVO,PUESTO CABECERA MUNICIPAL,2777,2926,5703,2,,SEDE ESC. URBANA MIXTA #1,9.304043699999999,-74.5690572000000
05,110.0,99.0,14,BOLIVAR,TALAIGUA NUEVO,CAÑO HONDO,138,148,286,1,,I.E.TEC. de Caño Hondo,9.266208999999998,-74.6037795999998
05,110.0,99.0,28,BOLIVAR,TALAIGUA NUEVO,EL PORVENIR,222,260,482,1,,I.E.TEC. de El Porvenir,9.385454100000000,-74.6640270000000
05,110.0,99.0,35,BOLIVAR,TALAIGUA NUEVO,EL VESUBIO,499,535,1034,1,,I.E.TEC. AGR. de El Vesubio,9.264346599999999,-74.5434656999998
05,110.0,99.0,49,BOLIVAR,TALAIGUA NUEVO,LAS MARIAS,63,96,159,1,,I.E.TEC. de Las Marías,9.304933399999999,-74.5729270000000
05,110.0,99.0,51,BOLIVAR,TALAIGUA NUEVO,LOS MANGOS,108,128,236,1,,I.E.TEC. AGR. de Los Mangos,9.304933399999999,-74.5729270000000
05,110.0,99.0,56,BOLIVAR,TALAIGUA NUEVO,PATICO,497,530,1027,1,,I.E.TEC. TOMAS DANIELS DE PATI,9.366476099999999,-74.6352856999998
05,110.0,99.0,63,BOLIVAR,TALAIGUA NUEVO,PEÑON DE DURAN,194,241,435,1,,I.E.TEC. de El Peñón de Durán,9.349789899999999,-74.6178919999998
05,110.0,99.0,91,BOLIVAR,TALAIGUA NUEVO,SAN MARTIN (LA LADERA DE TALA,176,167,343,1,,I.E.TEC.AGR. de la LADERA DE S,9.304933399999999,-74.5729270000000
05,110.0,99.0,96,BOLIVAR,TALAIGUA NUEVO,TUPE,104,101,205,1,,I.E.TEC. de Tupe,9.304933399999999,-74.5729270000000
05,110.0,99.0,98,BOLIVAR,TALAIGUA NUEVO,TALAIGUA VIEJO,353,371,724,1,,I.E.TEC.AGR. de Talaigua Viejo,9.311116800000000,-74.5800346000000
05,113.0,0.0,00,BOLIVAR,TIQUISIO (PTO. RICO),INSTITUCION EDUCATIVA DE PUERTO RICO,3383,4038,7421,2,,BARRIO EL CAMPO CALLE PRINCIPAL,8.557045000000000,-74.2624919999998
05,113.0,99.0,05,BOLIVAR,TIQUISIO (PTO. RICO),AGUAS NEGRAS,141,181,322,1,,INST.EDUC. TIQUISIO NUEVO-AGUAS NEGRAS,8.509130,-74.337681
05,113.0,99.0,10,BOLIVAR,TIQUISIO (PTO. RICO),BOCAS DE SOLIS,82,111,193,1,,INST.EDUC. COLORADO- BOCAS DE SOLIS,8.559124000000000,-74.2719555000000
05,113.0,99.0,15,BOLIVAR,TIQUISIO (PTO. RICO),BOLOMBOLO,132,166,298,1,,INST.EDUC DE BOLOMBOLO,8.534645,-74.309803
05,113.0,99.0,20,BOLIVAR,TIQUISIO (PTO. RICO),INSTITUCION EDUCATIVA DE COLORADO,337,433,770,1,,BARRIO LAS PALMAS DIAG. AL ESTADIO JUAN DE LA ROSA,8.599663100000000,-74.2861252000000
05,113.0,99.0,21,BOLIVAR,TIQUISIO (PTO. RICO),DOS BOCAS,169,216,385,1,,ESC.NUEVA DE DOS BOCAS,8.618255867853561,-74.18610340043925
05,113.0,99.0,23,BOLIVAR,TIQUISIO (PTO. RICO),EL SUDAN,625,834,1459,1,,RESTAURANTE ESCOLAR SEC FELIZ VIAJE,8.649932099999999,-74.2197105000000
05,113.0,99.0,30,BOLIVAR,TIQUISIO (PTO. RICO),LA VENTURA,311,402,713,1,,CENT. EDUC LA VENTURA,8.403061400000000,-74.3619484000000
05,113.0,99.0,33,BOLIVAR,TIQUISIO (PTO. RICO),MINA SECA,329,472,801,1,,INST.EDUC TIQUISIO NUEVO MINA SECA,8.4201165,-74.3977189
05,113.0,99.0,35,BOLIVAR,TIQUISIO (PTO. RICO),PALMA ESTERAL,78,98,176,1,,INST.EDUC. TIQUISIO NUEVO PALMA ESTERAL,8.48007615540834,-74.33338886186503
05,113.0,99.0,40,BOLIVAR,TIQUISIO (PTO. RICO),PUERTO COCA,228,307,535,1,,INST.EDUC.TIQUISIO NUEVO PUERTO COCA,8.491543399999999,-74.3237060000000
05,113.0,99.0,42,BOLIVAR,TIQUISIO (PTO. RICO),QUEBRADA DEL MEDIO,164,274,438,1,,CENT.EDUC. LA VENTURA QUEBRADA DEL MEDIO,8.623994586411655,-74.19005161210917
05,113.0,99.0,50,BOLIVAR,TIQUISIO (PTO. RICO),SABANAS DEL FIRME,140,180,320,1,,INST.EDUC. DE PUERTO RICO SABANAS DEL FIRME,8.569833,-74.263677
05,113.0,99.0,65,BOLIVAR,TIQUISIO (PTO. RICO),TIQUISIO NUEVO,677,847,1524,1,,INST.EDUC.TIQUISIO NUEVO SEDE PRIMARIA,8.517312199999999,-74.3367987000000
05,118.0,1.0,01,BOLIVAR,TURBACO,INST EDC CRISANTO LUQUE,6667,6229,12896,4,01COMUNA 1,CTERA TRONC DE OCC.KM 15 LA BOM.28-156,10.337,-75.4129999999998
05,118.0,1.0,02,BOLIVAR,TURBACO,SENA REGIONAL BOLIVAR,2520,2843,5363,2,01COMUNA 1,KM 1 VIA A TURBACO,10.33107719999999,-75.4323676000000
05,118.0,1.0,03,BOLIVAR,TURBACO,INST EDUC ALFONSO LOPEZ PUMARE,2392,2357,4749,2,06COMUNA 6,PARAISO SECTOR ARROYO LEJOS CRA 10 NO. 26 74,10.33200000000000,-75.4060000000000
05,118.0,1.0,04,BOLIVAR,TURBACO,INST EDUC LA BUENA ESPERANZA,3956,2515,6471,2,05COMUNA 5,"BARR PARA LA CONQ, Cll 27 A kr 4E -185",10.3340139,-75.4015852999998
05,118.0,1.0,05,BOLIVAR,TURBACO,I.E. QUERIDOS AMIGOS,712,646,1358,1,01COMUNA 1,MZ. 14 LOTE 1,10.33107719999999,-75.4323676000000
05,118.0,2.0,01,BOLIVAR,TURBACO,INST EDUC CUARTA POZA DE MANGA,4353,7041,11394,3,04COMUNA 4,BR. EL ROSARIO CALLE POZA DE MANGA CRA 27 112,10.32799999999999,-75.4120000000000
05,118.0,2.0,02,BOLIVAR,TURBACO,INST EDUC 4 P. DE MANGA - HILD,1919,1529,3448,1,02COMUNA 2,BR. SAN PEDRO SECTOR MEDIA TAPA MZ 2 LT 9 ETAPA 1,10.327638,-75.4158134000000
05,118.0,2.0,03,BOLIVAR,TURBACO,INST EDUC FELIPE SANTIAGO ESCO,3081,3102,6183,2,03COMUNA 3,BR. PUMAREJO CL ESPICHE AV. PRINCIPAL,10.32105574,-75.4101371799998
05,118.0,2.0,04,BOLIVAR,TURBACO,INST EDUC F SANTIAGO - MARIA A,1561,1259,2820,1,03COMUNA 3,BARRIO JUAN 23 CALLE LA ESTRELLA,10.32121026601574,-75.4100167751311
05,118.0,2.0,05,BOLIVAR,TURBACO,INST EDUC CRISANTO LUQUE SEDE,1124,1046,2170,1,03COMUNA 3,CIUDADELA BONANZA MZ 1 LT 1,10.3392347,-75.4229691000000
05,118.0,2.0,06,BOLIVAR,TURBACO,IE 4TA POZA DE MANGA SD N SRA DE SOCORRO,2643,1738,4381,2,02COMUNA 2,CLL 17 No 20 83 BARRIO LA CRUZ,10.32799999999999,-75.4120000000000
05,118.0,90.0,01,BOLIVAR,TURBACO,CENTRO DE VIDA,5380,5640,11020,3,,URBANIZACION LA GRANJA TV 13A CENTRO DE VIDA LT 01,10.344160000000004,-75.415169
05,118.0,98.0,01,BOLIVAR,TURBACO,CARCEL DE TURBACO,4,0,4,1,,URBANIZACION BOSQUE DE LA CEIBA,10.384641,-75.4548505000000
05,118.0,99.0,01,BOLIVAR,TURBACO,CAÑAVERAL,1386,1422,2808,1,07 CORREGIMIENTO CAÑAVERAL,COR.CAÑAVERAL PLAZA PpAL Cl LA CONCEP,10.3842813,-75.3342382000000
05,118.0,99.0,02,BOLIVAR,TURBACO,I E AGUAS PRIETAS,72,49,121,1,01COMUNA 1,vereda aguas prietas via turbaco,10.386465583668533,-75.42006710186114
05,118.0,99.0,05,BOLIVAR,TURBACO,CHIQUITO,147,182,329,1,08 CORREG SAN JOSE DE CHIQUITO,PLAZA PRINCIPAL CGTO S. JOSE DE CHIQUITO,10.35524900000000,-75.3082000999998
05,121.0,0.0,01,BOLIVAR,TURBANA,IE MARCO FIDEL SUAREZ,3325,3474,6799,2,,CALLE LAS FLORES,10.27288079999999,-75.4438052999998
05,121.0,0.0,02,BOLIVAR,TURBANA,IE INETI SEDE NUESTRA SEÑORA DEL CARMEN,3720,4005,7725,2,,CALLE CALDAS,10277349,-75443227
05,121.0,99.0,01,BOLIVAR,TURBANA,BALLESTAS,934,921,1855,1,,IE DE BALLESTAS PLAZA PPAL,10.2166976,-75.4403020999998
05,121.0,99.0,02,BOLIVAR,TURBANA,COVADO - PUEBLO NUEVO,208,231,439,1,,IE DE BALLESTAS SEDE LOMA DE MATUNILLA PLAZA PPAL,10.27476399999999,-75.4503481999998
05,121.0,99.0,03,BOLIVAR,TURBANA,VEREDA EL CHORRO Y LA LEGUA,0,3,3,1,,VARIANTE MAMONAL GAMBOTE  KILOMETRO 24,10.278891,-75.471586
05,124.0,0.0,00,BOLIVAR,VILLANUEVA,PUESTO CABECERA MUNICIPAL,8104,8019,16123,5,,CALLE 14 No 16-79 SECTOR LA CANDELARIA,10.440456401712195,-75.2759438753128
05,124.0,99.0,01,BOLIVAR,VILLANUEVA,CIPACOA,710,774,1484,1,,I.E CIPACOA SD PRIMARIA KM9 CLL CAMPO ALEGRE,10.399008333058575,-75.29112270308838
05,124.0,99.0,05,BOLIVAR,VILLANUEVA,ALGARROBO,78,145,223,1,,PLAZA PRINCIPAL KM 12,10.5165325,-75.2706608
05,127.0,0.0,00,BOLIVAR,ZAMBRANO,PUESTO CABECERA MUNICIPAL,4692,5112,9804,3,,CLL 12 N° 12-78 BARRIO EL AMPARO,9.744937000000000,-74.8192743000000
05,127.0,99.0,01,BOLIVAR,ZAMBRANO,JESUS DEL RIO,50,124,174,1,,INS.EDUC. ERASMO DONADO LLANOS CLL 12 N° 12-78,9.833122899999999,-74.8672107999998
05,127.0,99.0,02,BOLIVAR,ZAMBRANO,VEREDA CAPACA,73,82,155,1,,I.E SAGRADO CORAZÓN DE JESUS SEDE NUEVA ESPERANZA,9.731109003999219,-74.94069600209961
07,1.0,1.0,01,BOYACA,TUNJA,COL. BOYACA FCO DE PAULA SANTANDER,2994,6207,9201,3,,CRA 10 #18-99,5.531859573910695,-73.36248314529954
07,1.0,1.0,02,BOYACA,TUNJA,I.T. GONZALO SUAREZ RENDON SEDE CENTRAL,3317,1879,5196,2,,CLL 19 #15-52,5.534185151795059,-73.36785968292331
07,1.0,1.0,03,BOYACA,TUNJA,COL DE BOYACA SD JOSE IGNACIO DE MARQUEZ,1558,3159,4717,2,,CRA 9 # 21-08,5.534183195960272,-73.36057010989737
07,1.0,1.0,04,BOYACA,TUNJA,IES JUAN CASTELLANOS SD CRISANTO LUQUE,5370,2131,7501,2,,CLL 17 # 9 - 85,5.529791824432444,-73.36271098090515
07,1.0,1.0,05,BOYACA,TUNJA,AUDITORIO GUSTAVO M CASTELLANOS COMFABOY,4493,1764,6257,2,,CRA 10 # 16 - 81,5.52998337454494,-73.36309682175269
07,1.0,1.0,06,BOYACA,TUNJA,COLEGIO SALESIANO MALDONADO,5557,4195,9752,3,,CRA 9 #25-26,5.537714227823671,-73.35893771243042
07,1.0,2.0,01,BOYACA,TUNJA,UNIVERSIDAD JUAN DE CASTELLANOS,4583,6861,11444,3,,CRA 11 # 11 - 44,5.524670000000000,-73.3654199999999
07,1.0,2.0,02,BOYACA,TUNJA,C.A.S.D. BARRIO SAN ANTONIO,4150,2194,6344,2,,CLL 2 # 2-02,5.519669999999998,-73.3555999999998
07,1.0,2.0,03,BOYACA,TUNJA,INEM CARLOS ARTURO TORRES SD CENTRAL,2903,2472,5375,2,,CRA 15 # 9A-72,5.525129999999999,-73.3693799999998
07,1.0,2.0,04,BOYACA,TUNJA,IE LIBERTADOR SIMON BOLIVAR SEDE CENTRAL,3028,2570,5598,2,,CLL 2C #14-64,5.516580000000000,-73.3711099999999
07,1.0,2.0,05,BOYACA,TUNJA,UNIVERSIDAD SANTO TOMAS,4232,3406,7638,2,,CLL 19 # 11-64,5.532799496165626,-73.36371003173808
07,1.0,2.0,06,BOYACA,TUNJA,COLISEO SAN ANTONIO,2978,2135,5113,2,,CLL 12 # 11 - 2,5.52072112518185,-73.3565294610452
07,1.0,2.0,07,BOYACA,TUNJA,I.E GUSTAVO ROJAS PINILLA SD CENTRAL,3640,2959,6599,2,,CLL 34 # 17B-00,5.547822356969287,-73.36442233135203
07,1.0,2.0,08,BOYACA,TUNJA,IE LIBERTADOR SIMON BOLIVAR SN FRANCISCO,2381,2055,4436,2,,CRA 5B # 7 SUR - 21,5.50725,-73.3675199999999
07,1.0,2.0,09,BOYACA,TUNJA,I.E. SILVINO RODRIGUEZ SD MANZANARES,709,647,1356,1,,CLL 17D # 1-25,5.534395105795476,-73.34326609109127
07,1.0,2.0,10,BOYACA,TUNJA,IE NORMAL SUPERIOR SD JARDIN NACIONAL,1126,1101,2227,1,,TV 11 # 3 - 42,5.548550653328363,-73.36019473927315
07,1.0,2.0,11,BOYACA,TUNJA,CTRO DE REHAB. INTEG. DE BOYACA - CRIB,13,8,21,1,,KM 1 VIA SORACA,5.50909,-73.36422
07,1.0,3.0,01,BOYACA,TUNJA,COLISEO CUBIERTO MUNICIPAL,4158,3796,7954,3,,AV. VILLA OLIMPICA CASA DEL DEPORTE,5.5432468058598845,-73.35435929483852
07,1.0,3.0,02,BOYACA,TUNJA,COLISEO MUNICIPAL COMFABOY,3387,2499,5886,2,,CR 1 No. 49 BARRIO LA ESMERALDA,5.540794528142016,-73.34704657506745
07,1.0,3.0,03,BOYACA,TUNJA,N. S. LEONOR ALVAREZ PINZON PRIMARIA,960,732,1692,1,,KILOMETRO 4 VIA ARCABUCO,5.551150320307788,-73.35417336772747
07,1.0,3.0,04,BOYACA,TUNJA,COLISEO I.R.D.ET,3206,2899,6105,2,,CR 2 E No. 53 VIA ANTIGUA A PAIPA,5.561312502402995,-73.34750240091962
07,1.0,3.0,05,BOYACA,TUNJA,I.E. ANTONIO JOSE SANDOVAL GOMEZ,1900,1562,3462,1,,DG 66C No. 2E - 36 BARRIO LOS MUISCAS,5.568777066112265,-73.34033697551344
07,1.0,3.0,06,BOYACA,TUNJA,COLISEO UNIBOYACA,4423,3427,7850,3,,KR 2 E # 64 - 169,5.568919426868272,-73.33668817814042
07,1.0,90.0,01,BOYACA,TUNJA,PUESTO CENSO (COL. BOY SAN AGUSTIN),4806,4281,9087,3,,KR 8A #22-80,5.535499999999999,-73.3580699999998
07,1.0,98.0,01,BOYACA,TUNJA,CARCEL,12,49,61,1,,CL 31 #2-15,5.540300000000000,-73.3489799999998
07,1.0,99.0,21,BOYACA,TUNJA,PUENTE DE BOYACA,348,392,740,1,,VDA. LA HOYA,5.456699999999998,-73.4325800000000
07,7.0,0.0,00,BOYACA,ALMEIDA,PUESTO CABECERA MUNICIPAL,947,1087,2034,1,,CR 3 # 4-07 I.E. ENRIQUE SUAREZ PRIMARIA,4.971560000000000,-73.3781000000000
07,8.0,0.0,01,BOYACA,AQUITANIA (PUEBLOVIEJO),COLEGIO RAMON IGNACIO AVELLA,2910,2664,5574,2,,CLL 6 NO 8-36 COL. RAMON IGNACIO AVELLA,5.518186599999999,-72.8870048999998
07,8.0,0.0,02,BOYACA,AQUITANIA (PUEBLOVIEJO),IET RAMON IGNACIO AVELLA PRIMARIA URBANA,2291,2710,5001,2,,CARRERA 5 No. 8 184,5.519769,-72.881087
07,8.0,99.0,06,BOYACA,AQUITANIA (PUEBLOVIEJO),DIGANOME,13,16,29,1,,ESC.DIGANOME-VDA. MOMBITA,5.2333333,-72.9666667000000
07,8.0,99.0,10,BOYACA,AQUITANIA (PUEBLOVIEJO),HIRVA,54,70,124,1,,ESC.DE HIRVA-VDA. HIRVA,5.4195149276559,-72.8385536952148
07,8.0,99.0,20,BOYACA,AQUITANIA (PUEBLOVIEJO),MARAVILLA,15,33,48,1,,ESC.DE LA MARAVILLA-VDA. MARAVILLA,5.420103000000000,-72.9163685999998
07,8.0,99.0,24,BOYACA,AQUITANIA (PUEBLOVIEJO),MOMBITA,77,100,177,1,,ESC.SAN JUAN DE MOMBITA-VDA. MOMBITA,5.289348000000000,-72.9915900999998
07,8.0,99.0,27,BOYACA,AQUITANIA (PUEBLOVIEJO),PRIMAVERA,64,83,147,1,,ESC.LA PRIMAVERA-VDA. MOMBITA,5.3044673,-72.9525625
07,8.0,99.0,28,BOYACA,AQUITANIA (PUEBLOVIEJO),SISVACA,83,96,179,1,,ESC.JUNCALES- VDA. SISVACA,5.365907,-72.9248613000000
07,8.0,99.0,30,BOYACA,AQUITANIA (PUEBLOVIEJO),SORIANO,47,57,104,1,,ESC.SAN ANTONIO-VDA. SORIANO,5.567952,-72.796381
07,8.0,99.0,32,BOYACA,AQUITANIA (PUEBLOVIEJO),SUSE,452,497,949,1,,COL. SAN ANTONIO-VDA. SUSE,5.450453200000000,-72.9513538000000
07,8.0,99.0,36,BOYACA,AQUITANIA (PUEBLOVIEJO),TOQUILLA,332,276,608,1,,COL. JUAN DE DIOS ROA-VDA.TOQUILLA,5.575912299999998,-72.8337013999998
07,8.0,99.0,37,BOYACA,AQUITANIA (PUEBLOVIEJO),HATOLAGUNA,65,59,124,1,,ESCUELA MOHAN VDA HATOLAGUNA,5.5831507,-72.8954314000000
07,8.0,99.0,38,BOYACA,AQUITANIA (PUEBLOVIEJO),HATOVIEJO,47,28,75,1,,ESCUELA HATOVIEJO VDA HATOVIEJO,5.534155,-72.873354
07,8.0,99.0,39,BOYACA,AQUITANIA (PUEBLOVIEJO),DAITO,101,80,181,1,,ESCUELA MANZANO VDA DAITO,5.496736600000000,-72.9162364000000
07,10.0,0.0,00,BOYACA,ARCABUCO,PUESTO CABECERA MUNICIPAL,2595,2679,5274,2,,AV.3 #5-35 POLIDEPORTIVO M/PAL,5.7557456,-73.4356104000000
07,13.0,0.0,00,BOYACA,BELEN,PUESTO CABECERA MUNICIPAL,3582,3306,6888,2,,CR 5 No. 5 - 33 POL. PEDRO PASCASIO MARTINEZ,5.988707100000000,-72.9136070999998
07,13.0,99.0,08,BOYACA,BELEN,SAN JOSE DE LA MONTAÑA,91,93,184,1,,SALON COMUNAL,6.006197900000000,-72.9305310999998
07,16.0,0.0,00,BOYACA,BERBEO,PUESTO CABECERA MUNICIPAL,730,775,1505,1,,CRA 2 No 5-60  I.E. CAMPO ELIAS CORTES,5.228423026584657,-73.12674916627044
07,19.0,0.0,00,BOYACA,BETEITIVA,PUESTO CABECERA MUNICIPAL,601,621,1222,1,,COL. AGR. SANTA RITA DE CASIA,5.907809999999998,-72.8101999999999
07,19.0,99.0,01,BOYACA,BETEITIVA,OTENGA,380,346,726,1,,COL. AGR. NTRA SEÑORA DE LA O,5.906482736000000,-72.8672804400000
07,22.0,0.0,00,BOYACA,BOAVITA,PUESTO CABECERA MUNICIPAL,2146,2267,4413,2,,CALLE 4 No. 6-82,6.329907641327061,-72.5845563411711
07,22.0,99.0,05,BOYACA,BOAVITA,SAN FRANCISCO,225,237,462,1,,COLEGIO SAN FRANCISCO,6.39856,-72.631778
07,22.0,99.0,13,BOYACA,BOAVITA,EL ESPIGON,107,123,230,1,,ESCUELA EL ESPIGON,6.310210999999998,-72.6323419999998
07,25.0,0.0,00,BOYACA,BOYACA,PUESTO CABECERA MUNICIPAL,2127,2439,4566,2,,KR 3-CL 6 POLIDEPORTIVO M/PAL,5.455860000000000,-73.3625999999999
07,28.0,0.0,00,BOYACA,BRICEÑO,PUESTO CABECERA MUNICIPAL,1081,1362,2443,1,,CARRERA 4 No. 4-51 COL.TEC.MANUEL  BRICEÑO,5.690962587243801,-73.9238476753235
07,31.0,0.0,00,BOYACA,BUENAVISTA,PUESTO CABECERA MUNICIPAL,1930,2301,4231,2,,CL8 #1-113 COL. J.MARIA SILVA,5.515277931367794,-73.9436998585968
07,31.0,99.0,01,BOYACA,BUENAVISTA,CAMPOALEGRE,226,290,516,1,,CAMPOALEGRE COLEGIO LA GRANJA,5.477257441064078,-73.9989987997055
07,31.0,99.0,06,BOYACA,BUENAVISTA,CAMPOHERMOSO,82,103,185,1,,I.P.CAMPOHERMOSO/INS DE POLICI,5.469459055120133,-73.9151779681469
07,31.0,99.0,15,BOYACA,BUENAVISTA,PISMAL,50,54,104,1,,I.P.PISMAL/INS DE POLICIA,5.468496221047034,-73.9171915091209
07,34.0,0.0,00,BOYACA,BUSBANZA,PUESTO CABECERA MUNICIPAL,513,500,1013,1,,COL ECOLOGICO DE BUSBANZA CLL 3 No 4-41,5.8303529632656135,-72.88464666930832
07,37.0,0.0,00,BOYACA,CALDAS,PUESTO CABECERA MUNICIPAL,978,1061,2039,1,,Carrera 1 No 1 - 02,5.553311,-73.864614
07,37.0,99.0,01,BOYACA,CALDAS,NARIÑO,441,387,828,1,,KM 1 VÍA A CALDAS  C.T.A. ANTONIO NARIÑO,5.596461,-73.861722
07,37.0,99.0,08,BOYACA,CALDAS,EL CUBO,18,25,43,1,,ESCUELA EL CUBO,5.551517,-73.892911
07,37.0,99.0,25,BOYACA,CALDAS,QUIPE Y CHINGAGUTA,182,176,358,1,,ESCUELA QUIPE TIERRA NEGRA,5.557489,-73.904019
07,40.0,0.0,00,BOYACA,CAMPOHERMOSO,PUESTO CABECERA MUNICIPAL,741,855,1596,1,,CLL 3 # 3-68,5.030665199999998,-73.1049837999999
07,40.0,99.0,40,BOYACA,CAMPOHERMOSO,LOS CEDROS,319,427,746,1,01LOS CEDROS,CRA 5 N 2-17,5.011935600000000,-73.2045257999999
07,40.0,99.0,45,BOYACA,CAMPOHERMOSO,VISTAHERMOSA,54,80,134,1,,CL 2 ENTRE KR 2 Y 3,5.003452099999998,-73.0527266
07,43.0,0.0,00,BOYACA,CERINZA,PUESTO CABECERA MUNICIPAL,1916,1765,3681,1,,CL 6 #6-15 I.E. DE CERINZA,5.957440000000000,-72.9480999999999
07,46.0,0.0,00,BOYACA,CIENEGA,PUESTO CABECERA MUNICIPAL,1951,2014,3965,2,,CALLE 3 No 10 - 65,5.410330000000000,-73.2984999999999
07,49.0,0.0,00,BOYACA,COMBITA,PUESTO CABECERA MUNICIPAL,3992,4007,7999,3,,KR 6 POLIDEPORTIVO MUNICIPAL,5.633654100000000,-73.3251561999998
07,49.0,98.0,01,BOYACA,COMBITA,CARCEL,2,113,115,1,,INSTALACIONES PENITENCIARIA COMBITA,5.678110300000000,-73.2680545999999
07,49.0,99.0,09,BOYACA,COMBITA,EL BARNE,501,462,963,1,,ESCUELA SAN MARTIN,5.674261000000000,-73.2717827000000
07,49.0,99.0,25,BOYACA,COMBITA,SANTA BARBARA EL ESPARTILLAL,486,462,948,1,,COLEGIO AGRICOLA SANTA BARBARA,5.734791000000000,-73.3405637999998
07,52.0,0.0,00,BOYACA,COPER,PUESTO CABECERA MUNICIPAL,913,1129,2042,1,,SALON DE LA CULTURA COPER BOYACA,5.477016311999999,-74.0444719000000
07,52.0,99.0,09,BOYACA,COPER,CANTINO,179,220,399,1,,ESC.SAN ANTONIO VDA.CANTINO,5.485967188,-74.0251492600000
07,52.0,99.0,15,BOYACA,COPER,PEDRO GOMEZ,37,55,92,1,,ESC.PEDRO GOMEZ VDA.PEDRO GOME,5.371072575000000,-74.0008006999999
07,52.0,99.0,18,BOYACA,COPER,RICAURTE,34,60,94,1,,ESC.SANTA BARBARA VDA.RICAURTE,5.445488551999998,-74.0837608899999
07,52.0,99.0,22,BOYACA,COPER,TURTUR,291,337,628,1,,VEREDA TURTUR  IE SAN MIGUEL,5.438311268999998,-74.0045499000000
07,55.0,0.0,00,BOYACA,CORRALES,PUESTO CABECERA MUNICIPAL,1182,1224,2406,1,,POLIDEPORTIVO ENTRE KR 4 Y 5,5.831799326691469,-72.8431961521148
07,58.0,0.0,00,BOYACA,COVARACHIA,PUESTO CABECERA MUNICIPAL,1030,1241,2271,1,,CR 1 No. 1-78 IE SAN LUIS BELTRAN,6.499688,-72.738541
07,58.0,99.0,01,BOYACA,COVARACHIA,LA PALMERA,68,95,163,1,,IE S L BELTRAN S PUERTO RICO,6.480763999999998,-72.6878580000000
07,58.0,99.0,03,BOYACA,COVARACHIA,NOGONTOVA LA CAPILLA DE SAN LUIS BELTRAN,180,222,402,1,,IE S L BELTRAN S LA CAPILLA,6.530668000000000,-72.7748330000000
07,58.0,99.0,04,BOYACA,COVARACHIA,SATOBA ARRIBA,111,137,248,1,,IE S L BELTRAN S ANTONIO NARIÑO,6.469,-72.7154722222222
07,58.0,99.0,05,BOYACA,COVARACHIA,TAPIAS,108,145,253,1,,IE S L BELTRAN S LAS TAPIAS,6.557889,-72.75009
07,59.0,0.0,00,BOYACA,CUBARA,PUESTO CABECERA MUNICIPAL,2400,2838,5238,2,,COLIS. CTRO DE INTEG. CIUDADANA - B. EL JARDIN,6.9949169204228525,-72.10658358043875
07,59.0,99.0,01,BOYACA,CUBARA,AGUABLANCA,43,60,103,1,,INSP DE POLICÍA,6.933527986720569,-72.1998386380467
07,59.0,99.0,03,BOYACA,CUBARA,BOJABA,206,239,445,1,,INSP DE POLICÍA CONCENT. ESCOL,6.969112256225584,-71.9807052612303
07,59.0,99.0,05,BOYACA,CUBARA,EL GUAMO,123,153,276,1,,INSP DE POLICIA EL GUAMO CONCENT. ESCOL,7.010185800000000,-72.0242856999998
07,59.0,99.0,30,BOYACA,CUBARA,CHUSCAL,606,422,1028,1,,INSP DE POLICÍA,6.908673980791346,-72.08334833555723
07,60.0,0.0,00,BOYACA,CUCAITA,PUESTO CABECERA MUNICIPAL,1675,1770,3445,1,,CRA 9 No 6 - 74,5.545986,-73.456319
