dd,mm,zz,pp,departamento,municipio,puesto,mujeres,hombres,total,mesas,comuna,dirección,LATITUD,LONGITUD
21,48.0,0.0,00,MAGDALENA,PIJIÑO DEL CARMEN,PUESTO CABECERA MUNICIPAL,2774,2954,5728,2,,CALLE 10 # 10-91,9.331578199999999,-74.4563358999999
21,48.0,99.0,10,MAGDALENA,PIJIÑO DEL CARMEN,CABRERA,461,494,955,1,,ESCUELA RURAL MIXTA CABRERA,9.341688492022216,-74.4260215759756
21,48.0,99.0,15,MAGDALENA,PIJIÑO DEL CARMEN,CASA BLANCA,338,423,761,1,,CONCENTRACION ESCOLAR CASA BLANCA,9.360574382932773,-74.41780328750599
21,48.0,99.0,16,MAGDALENA,PIJIÑO DEL CARMEN,EL BRILLANTE,106,161,267,1,,CORREGIMIENTO DEL BRILLANTE,9.707725256122988,-73.9638984203337
21,48.0,99.0,18,MAGDALENA,PIJIÑO DEL CARMEN,EL DIVIDIVI,55,68,123,1,,ESCUELA RURAL EL DIVIDIVI,9.52900952772433,-74.10023479402618
21,48.0,99.0,20,MAGDALENA,PIJIÑO DEL CARMEN,FILADELFIA,214,229,443,1,,ESCUELA RURAL FILADELFIA,9.341974462094646,-74.41206808546251
21,48.0,99.0,25,MAGDALENA,PIJIÑO DEL CARMEN,LAS MARIAS,72,90,162,1,,ESCUELA RURAL LAS MARIA,9.3914654,-74.4437501
21,48.0,99.0,35,MAGDALENA,PIJIÑO DEL CARMEN,LAS PLANADAS,30,48,78,1,,ESCUELA RURAL JOSE ANTONIO MACHUCA,9.686479,-73.957108
21,48.0,99.0,40,MAGDALENA,PIJIÑO DEL CARMEN,SAN JOSE DE PREVENCION,344,510,854,1,,IED AGROAMBIENTAL SAN JOSE DE PIJIÑO DEL CARMEN,9.542672965367935,-74.13943675160243
21,48.0,99.0,50,MAGDALENA,PIJIÑO DEL CARMEN,SAN MARTIN DE LA LUCHA,128,166,294,1,,ESCUELA RURAL SAN MARTIN,9.3886473,-74.3038579
21,48.0,99.0,55,MAGDALENA,PIJIÑO DEL CARMEN,EL PELADERO,73,90,163,1,,CORREGIMIENTO EL PELADERO,9.5871848,-74.0934026
21,48.0,99.0,60,MAGDALENA,PIJIÑO DEL CARMEN,NUEVA HOLANDA,60,75,135,1,,CORREGIMIENTO DE NUEVA HOLANDA,9.398808,-74.317172
21,49.0,1.0,01,MAGDALENA,PIVIJAY,ESCUELA URBANA DE VARONES,1911,2241,4152,2,,CALLE 12 Nº 13-22,10.460835247314874,-74.61741220875948
21,49.0,1.0,02,MAGDALENA,PIVIJAY,COLEGIO BEATRIZ COTES,1825,1398,3223,1,,CRA 7 #5-83,10.46486415594857,-74.62209258505588
21,49.0,2.0,01,MAGDALENA,PIVIJAY,COLEGIO SIMON BOLIVAR,2103,2760,4863,2,,CRA 21 #19B-01,10.457666083751848,-74.61121106147766
21,49.0,2.0,02,MAGDALENA,PIVIJAY,LICEO PIVIJAY,2808,2064,4872,2,,CRA 9 No 13-03,10.460031226774229,-74.62064555121745
21,49.0,90.0,01,MAGDALENA,PIVIJAY,COLEGIO MARIA INMACULADA,1081,1364,2445,1,,CALLE 13 # 17 - 20,10.460284790553127,-74.61415460540154
21,49.0,99.0,01,MAGDALENA,PIVIJAY,MEDIA LUNA,1653,1875,3528,1,,CALLE 9 Nº 4-04,10.514012613296558,-74.50619032813395
21,49.0,99.0,06,MAGDALENA,PIVIJAY,GARRAPATA,233,301,534,1,,ESCUELA RURAL MIXTA GARRAPATA,10.321228824461377,-74.42332346645
21,49.0,99.0,09,MAGDALENA,PIVIJAY,LAS PIEDRAS,172,217,389,1,,ESCUELA RURAL MIXTA LAS PIEDRAS,10.368142473583152,-74.54140821008627
21,49.0,99.0,17,MAGDALENA,PIVIJAY,PLACITAS,209,282,491,1,,ESCUELA RURAL MIXTA PLACITAS,10.300283327838976,-74.35174530691424
21,49.0,99.0,21,MAGDALENA,PIVIJAY,LAS CANOAS,614,877,1491,1,,ESCUELA SAN MARTIN DE LOBA,10.235560079656356,-74.49487140609111
21,49.0,99.0,25,MAGDALENA,PIVIJAY,PIÑUELAS,408,502,910,1,,ESCUELA NUESTRA SEÑORA DE LAS,10.448475375868906,-74.40615466071453
21,49.0,99.0,29,MAGDALENA,PIVIJAY,PARAISO,482,627,1109,1,,ESCUELA RURAL MIXTA PARAISO,10.410300205393813,-74.38744102512432
21,49.0,99.0,37,MAGDALENA,PIVIJAY,CARABALLO,148,283,431,1,,ESCUELA RURAL MIXTA CARABALLO,10.347845116783908,-74.29205146545033
21,49.0,99.0,41,MAGDALENA,PIVIJAY,CHINOBLAS,260,316,576,1,,ESCUELA RURAL MIXTA CHINOBLAS,10.402844955257716,-74.43412301067123
21,49.0,99.0,45,MAGDALENA,PIVIJAY,AVIANCA,166,276,442,1,,ESCUELA RURAL MIXTA AVIANCA,10.539454750199376,-74.36287043113352
21,49.0,99.0,49,MAGDALENA,PIVIJAY,SALAMINITA,25,35,60,1,,ESCUELA RURAL MIXTA SALAMINITA,10.488110946332409,-74.32669382455207
21,49.0,99.0,75,MAGDALENA,PIVIJAY,EL CARMEN DEL MAGDALENA,963,1059,2022,1,,COLEGIO OTILIA MENA,10.520570883336225,-74.6587316891203
21,52.0,1.0,01,MAGDALENA,PLATO,IED MARIA ALFARO DE OSPINO,2694,3256,5950,2,,CRA 12 No 10-94,9.792347647630786,-74.7879387429942
21,52.0,1.0,02,MAGDALENA,PLATO,IED GABRIEL ESCOBAR BALLESTA,2332,1879,4211,2,,VIA 14 CARRERA 8 ESQUINA,9.79449040740507,-74.79017774748284
21,52.0,2.0,01,MAGDALENA,PLATO,IED GABRIEL ESCOBAR B. SD GABRIELITO,6646,7581,14227,4,,VIA 14 CRA16 # 16 - 102,9.794472836051762,-74.78096617269891
21,52.0,2.0,02,MAGDALENA,PLATO,IED JUANA ARIAS DE BENAVIDES,4514,3360,7874,3,,CARRERA 15 CON CALLE 6 ESQUINA,9.787773432033113,-74.78550306228745
21,52.0,90.0,01,MAGDALENA,PLATO,IED VICTOR CAMARGO ALVAREZ,1692,2103,3795,1,,CLL 10 # 16-05,9.7908718498744,-74.78312327579222
21,52.0,99.0,01,MAGDALENA,PLATO,APURE,721,897,1618,1,,ESC. MIXTA ROSA CORTINA DE HERNANDEZ,9.873219132217875,-74.58035491864698
21,52.0,99.0,02,MAGDALENA,PLATO,CIENEGUETA,308,396,704,1,,ESCUELA RURAL MIXTA SAN MARTIN DE CIENEGUETA,9.840795948039219,-74.68376907269115
21,52.0,99.0,03,MAGDALENA,PLATO,CINCO Y SEIS,112,129,241,1,,ESCUELA RURAL MIXTA SAN MARTIN,9.838599687511772,-74.47722296654239
21,52.0,99.0,04,MAGDALENA,PLATO,EL CARMEN DEL MAGDALENA,386,490,876,1,,ESCUELA RURAL MIXTA EL CARMEN DEL MAGDALENA,9.600432227175625,-74.75358935037173
21,52.0,99.0,05,MAGDALENA,PLATO,BUENAVISTA,128,191,319,1,,ESCUELA RURAL MIXTA SAN MARTIN DE BUENAVISTA,9.717594288015494,-74.75744296655385
21,52.0,99.0,06,MAGDALENA,PLATO,AGUAS VIVAS,309,413,722,1,,ESCUELA RURAL MIXTA SAN FRANCISCO DE PAULA,9.776641177272085,-74.66301057908517
21,52.0,99.0,07,MAGDALENA,PLATO,CERRO GRANDE,126,192,318,1,,ESCUELA RURAL MIXTA CERRO GRANDE,9.767786958052687,-74.7172665958313
21,52.0,99.0,10,MAGDALENA,PLATO,BETZAIDA,46,65,111,1,,I.E MONTERREY,9.655623267407684,-74.6792199231592
21,52.0,99.0,12,MAGDALENA,PLATO,DISCIPLINA,216,306,522,1,,ESCUELA RURAL MIXTA PARAISO,9.666891269340967,-74.51672286655862
21,52.0,99.0,14,MAGDALENA,PLATO,EL VATICANO,89,121,210,1,,ESCUELA RURAL MIXTA BELEN MARIA DE OSPINO,9.695462217831613,-74.58115611565653
21,52.0,99.0,15,MAGDALENA,PLATO,LOS POZOS,103,134,237,1,,ESCUELA RURAL MIXTA LOS POZOS,9.566631942348101,-74.75678360913176
21,52.0,99.0,16,MAGDALENA,PLATO,LAS PLANADAS,23,26,49,1,,ESCUELA RURAL MIXTA LA INMACULADA CONCEPCION,9.932518228961097,-74.41316083214069
21,52.0,99.0,17,MAGDALENA,PLATO,SAN ANTONIO DEL RIO,254,384,638,1,,ESCUELA RURAL MIXTA SAN ANTONIO DE LOS RIOS,9.637534699999999,-74.7711414000000
21,52.0,99.0,19,MAGDALENA,PLATO,SAN JOSE DEL PURGATORIO,457,607,1064,1,,ESCUELA RURAL MIXTA SAN JOSE DEL PURGATORIO,9.720155835203846,-74.8007744170576
21,52.0,99.0,21,MAGDALENA,PLATO,ZARATE,344,475,819,1,,ESCUELA RURAL MIXTA ZARATE,9.729215374797779,-74.68258830950907
21,55.0,0.0,00,MAGDALENA,PUEBLOVIEJO,PUESTO CABECERA MUNICIPAL,4451,4495,8946,3,,"CALLE 11 N 11a  -31,I.E.D.SAN JOSE SEDE 1",10.996042400726152,-74.27884356087955
21,55.0,99.0,01,MAGDALENA,PUEBLOVIEJO,BOCAS DE ARACATACA,160,272,432,1,,CLL PRINCIPAL DEL CORREGIMIENTO BOCAS DE ARACATACA,10.768402641629995,-74.37159858175086
21,55.0,99.0,04,MAGDALENA,PUEBLOVIEJO,ISLA DE CATAQUITA,50,53,103,1,,CALLE PRINCIPAL CORREGIMIENTO ISLA DE CATAQUITA,10.755940915624322,-74.33239511677473
21,55.0,99.0,05,MAGDALENA,PUEBLOVIEJO,ISLA DEL ROSARIO,1741,1833,3574,1,,CALLE 6 CRA 4,10.985977502390824,-74.29633044724736
21,55.0,99.0,09,MAGDALENA,PUEBLOVIEJO,TASAJERAS,3223,3028,6251,2,,CALLE 3  NUM 8 - 27,10.977384827820247,-74.3258048251005
21,55.0,99.0,10,MAGDALENA,PUEBLOVIEJO,TIERRA NUEVA,115,120,235,1,,CALLE PRINCIPAL CORREGIMIENTO TIERRA,10.753349,-74.313748
21,55.0,99.0,15,MAGDALENA,PUEBLOVIEJO,NUEVA FRONTERA,317,223,540,1,,TRONCAL DEL CARIBE CRA 18A ESQUINA,11.001644100203581,-74.26762487020129
21,55.0,99.0,20,MAGDALENA,PUEBLOVIEJO,PALMIRA,1047,1089,2136,1,,CRA 1 No 7-05,10.980571496120065,-74.31168843278809
21,55.0,99.0,40,MAGDALENA,PUEBLOVIEJO,SAN JUAN DE PALOS PRIETO,293,346,639,1,,CALLE PRINCIPAL SAN JUAN DE PALOS PRIETOS,10.714877565679211,-74.24173975684248
21,58.0,0.0,00,MAGDALENA,REMOLINO,PUESTO CABECERA MUNICIPAL,2520,2831,5351,2,,CALLE 16 CRA 3 ESQUINA,10.696823355639285,-74.71685760704516
21,58.0,99.0,09,MAGDALENA,REMOLINO,CORRALVIEJO,111,123,234,1,,I.E. CORRAL VIEJO,10.595038525705704,-74.62145437511597
21,58.0,99.0,10,MAGDALENA,REMOLINO,EL DIVIDIVI,115,132,247,1,,I.E.  EL DIVIDIVI,10.577889094140998,-74.63221785279521
21,58.0,99.0,11,MAGDALENA,REMOLINO,MARTINETE,91,134,225,1,,I.E.  MARTINETE,10.5574092,-74.5779057000000
21,58.0,99.0,13,MAGDALENA,REMOLINO,KIOSCO COMUNAL DE SANTA RITA,194,285,479,1,,KIOSCO COMUNAL DE SANTA RITA,10.641121820866946,-74.63684043342676
21,58.0,99.0,17,MAGDALENA,REMOLINO,SAN RAFAEL DE BUENAVISTA,323,359,682,1,,I.E. SAN RAFAEL DE BUENAVISTA,10.58817480000000,-74.6392541000000
21,58.0,99.0,20,MAGDALENA,REMOLINO,EL SALADO,33,44,77,1,,I.E.D. EL SALADO,10.57672645218499,-74.66701355819704
21,58.0,99.0,30,MAGDALENA,REMOLINO,SAN JOSE DE LAS CASITAS,161,174,335,1,,I.E.  SAN JOSE DE LAS CASITAS,10.611470297326191,-74.66335470172635
21,60.0,0.0,00,MAGDALENA,SABANAS DE SAN ANGEL,PUESTO CABECERA MUNICIPAL,2568,3050,5618,2,,CARRERA 2 N°2-30,10.032934946438507,-74.21277737689581
21,60.0,99.0,10,MAGDALENA,SABANAS DE SAN ANGEL,CASA DE TABLAS,273,388,661,1,,CASA DE TABLAS,9.956032099999999,-74.1385003000000
21,60.0,99.0,11,MAGDALENA,SABANAS DE SAN ANGEL,ESTACION VILLA,329,498,827,1,,ERM ESTACION VILLA,10.298670645553969,-74.19528431911156
21,60.0,99.0,15,MAGDALENA,SABANAS DE SAN ANGEL,EL MANANTIAL,120,182,302,1,,E R M EL MANANTIAL,10.176604886954932,-74.35044764760832
21,60.0,99.0,20,MAGDALENA,SABANAS DE SAN ANGEL,CESPEDES,154,240,394,1,,E R M CESPEDES,9.966548454470761,-74.31520341614664
21,60.0,99.0,25,MAGDALENA,SABANAS DE SAN ANGEL,FLORES DE MARIA,168,251,419,1,,E R M FLORES DE MARIA,10.198309571648517,-74.40263841574524
21,60.0,99.0,30,MAGDALENA,SABANAS DE SAN ANGEL,SAN ROQUE (LAS MULAS),260,382,642,1,,E R M SAN ROQUE LAS MULAS,9.972992024476545,-74.37609015812765
21,60.0,99.0,33,MAGDALENA,SABANAS DE SAN ANGEL,ALBERTO CABALLERO,980,1209,2189,1,,I E ALBERTO CABALLERO,10.233980866418971,-74.27460802846781
21,60.0,99.0,40,MAGDALENA,SABANAS DE SAN ANGEL,RESGUARDO INDIGENA ISSA ORISTUNA,175,203,378,1,,I.E.D.ETTE ENAKKA,10.016204424346542,-74.30844139678359
21,60.0,99.0,45,MAGDALENA,SABANAS DE SAN ANGEL,BRASIL 1,167,211,378,1,,I.E.D. BRASIL 1,10.287093043788314,-74.20910389100392
21,60.0,99.0,55,MAGDALENA,SABANAS DE SAN ANGEL,PUEBLITO DE LOS BARRIOS,317,485,802,1,,E R EL PUEBLITO DE LOS BARRIO,10.163983987632,-74.3426478935789
21,67.0,0.0,00,MAGDALENA,SALAMINA,PUESTO CABECERA MUNICIPAL,3062,3110,6172,2,,ESCUELA URBANA DE VARONES,10.490350850983683,-74.79646298063861
21,67.0,99.0,01,MAGDALENA,SALAMINA,GUAIMARO,1083,1281,2364,1,,COL.DPTAL DE BACHILLERATO DE GUAIMARO,10.582025009791028,-74.71287916629628
21,70.0,0.0,00,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,PUESTO CABECERA MUNICIPAL,3546,3910,7456,2,,CALLE  3 NO 8 - 35 FRENTE PLAZA EL ZUAN,9.240581433472776,-74.35205688259092
21,70.0,99.0,01,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,BUENAVISTA,328,325,653,1,,PLAZA PRINCIPAL,9.211596457147829,-74.31078454232787
21,70.0,99.0,03,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,EL COCO,280,332,612,1,,CALLE PRINCIPAL,9.261920,-74.293352
21,70.0,99.0,04,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,EL SEIS,307,362,669,1,,CALLE PRINCIPAL,9.380958255371212,-74.19210272742103
21,70.0,99.0,05,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,LA PACHA,603,619,1222,1,,PLAZA PRINCIPAL,9.257926714465226,-74.25993388252543
21,70.0,99.0,09,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,LAS MARGARITAS,415,538,953,1,,BARRIO ABAJO,9.240735292410976,-74.2985345763583
21,70.0,99.0,11,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,MARIA ANTONIA,203,236,439,1,,IED VENERO SEDE  MARIA ANTONIA  /  CALLE PPAL,9.249246,-74.245915
21,70.0,99.0,13,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,LOS GALVIS,354,381,735,1,,PLAZA PRINCIPAL,9.260801833148546,-74.3073146618213
21,70.0,99.0,14,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,SAN RAFAEL (LA NEGRA),564,748,1312,1,,CALLE PRINCIPAL,9.41341,-74.129532
21,70.0,99.0,15,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,SANTA ROSA,197,221,418,1,,CALLE PRINCIPAL,9.40511210670178,-74.22366249651051
21,70.0,99.0,16,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,SABANA DE PERALEJO,282,340,622,1,,CALLE PRINCIPAL,9.300951,-74.220493
21,70.0,99.0,17,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,TRONCOSO,389,408,797,1,,IED TRONCOSO SEDE BACHILLERATO / CALLE PPAL,9.22002579375253,-74.39790916675898
21,70.0,99.0,18,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,SAN VALENTIN,306,378,684,1,,CALLE PRINCIPAL,9.34316309031286,-74.2533033481041
21,70.0,99.0,21,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,TRONCOSITO,481,491,972,1,,CALLE PRINCIPAL,9.225411025658167,-74.38576021520518
21,70.0,99.0,25,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,VENERO,362,453,815,1,,PLAZA PRINCIPAL,9.251451946707007,-74.24976866997528
21,73.0,0.0,00,MAGDALENA,SAN ZENON,PUESTO CABECERA MUNICIPAL,919,1048,1967,1,,CARRERA 3 N° 8-115 SAN  ZENON MAGDALENA,9.244564,-74.499684
21,73.0,99.0,01,MAGDALENA,SAN ZENON,ANGOSTURA,240,314,554,1,,ESCUELA RURAL ANGOSTURA,9.30449976784344,-74.38906576484442
21,73.0,99.0,02,MAGDALENA,SAN ZENON,BERMEJAL,500,533,1033,1,,ESCUELA RURAL BERMEJAL,9.263437,-74.387037
21,73.0,99.0,03,MAGDALENA,SAN ZENON,JANEIRO,230,225,455,1,,ESCUELA RURAL JANEIRO,9.31899581686803,-74.3160282075405
21,73.0,99.0,04,MAGDALENA,SAN ZENON,EL HORNO,516,541,1057,1,,ESCUELA RURAL EL HORNO,9.263982839154995,-74.42276859720211
21,73.0,99.0,05,MAGDALENA,SAN ZENON,LA MONTAÑA (LOS SACUDIDOS),147,191,338,1,,ESCUELA RURAL LA MONTAÑA (LOS SACUDIDOS),9.245752100000000,-74.5034962999998
21,73.0,99.0,09,MAGDALENA,SAN ZENON,EL PALOMAR,208,246,454,1,,ESCUELA RURAL EL PALOMAR,9.244022,-74.412082
21,73.0,99.0,11,MAGDALENA,SAN ZENON,GUINEA,222,228,450,1,,ESCUELA RURAL GUINEA,9.261054,-74.394453
21,73.0,99.0,13,MAGDALENA,SAN ZENON,PEÑONCITO,849,929,1778,1,,ESCUELA RURAL MIXTA PEÑONCITO,9.272735130596676,-74.46649510413408
21,73.0,99.0,15,MAGDALENA,SAN ZENON,PUERTO ARTURO,178,190,368,1,,ESCUELA RURAL PUERTO ARTURO,9.283568,-74.456061
21,73.0,99.0,17,MAGDALENA,SAN ZENON,SANTA TERESA,487,550,1037,1,,ESCUELA RURAL SANTA TERESA,9.251679,-74.394934
21,76.0,0.0,00,MAGDALENA,SANTA ANA,PUESTO CABECERA MUNICIPAL,6359,6675,13034,4,,CRA 8 No 7A- 91,9.321882760311231,-74.5697191695509
21,76.0,99.0,05,MAGDALENA,SANTA ANA,BARRO BLANCO,666,845,1511,1,,CGTO BARROBLANCO,9.382071099999999,-74.6378384000000
21,76.0,99.0,10,MAGDALENA,SANTA ANA,GERMANIA,186,234,420,1,,I.E. DE GERMANIA,9.483016590993788,-74.43463078308108
21,76.0,99.0,11,MAGDALENA,SANTA ANA,JARABA,397,457,854,1,,I.E. DE JARABA,9.33272919842288,-74.55386238098144
21,76.0,99.0,25,MAGDALENA,SANTA ANA,SAN FERNANDO,910,966,1876,1,,CGTO SAN FERNANDO,9.272816609055864,-74.53059122695922
21,76.0,99.0,30,MAGDALENA,SANTA ANA,PUERTO LIMON,7,12,19,1,,E.R.M. VILLA COLOMBIA,9.707665982482283,-74.05958087368012
21,76.0,99.0,50,MAGDALENA,SANTA ANA,SANTA ROSA,72,108,180,1,,I.E. DE SANTA ROSA,9.562807088517797,-74.46491217727662
21,78.0,0.0,00,MAGDALENA,SANTA BARBARA DE PINTO,PUESTO CABECERA MUNICIPAL,3169,3496,6665,2,,INSTITUCION GILMA ROYERO SOLANO,9.434105999999999,-74.7069991000000
21,78.0,99.0,05,MAGDALENA,SANTA BARBARA DE PINTO,CARRETAL,83,75,158,1,,INST EDU NUESTRA SEÑORA DEL ROSARIO SEDE CARRETAL,9.429006,-74.639999
21,78.0,99.0,10,MAGDALENA,SANTA BARBARA DE PINTO,CIENEGUETA,152,186,338,1,,INSTITUCION EDUCATIVA TECNICA RURAL DE CIENEGUETA,9.534500227309763,-74.59798377938569
21,78.0,99.0,15,MAGDALENA,SANTA BARBARA DE PINTO,CUNDINAMARCA,234,322,556,1,,INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS,9.6448971,-74.6188886
21,78.0,99.0,30,MAGDALENA,SANTA BARBARA DE PINTO,MONTELIRIO,53,70,123,1,,I.E.D. CELINDA MEJIA LOPEZ,9.461398,-74.597773
21,78.0,99.0,41,MAGDALENA,SANTA BARBARA DE PINTO,SAN PEDRO,378,418,796,1,,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO,9.439558,-74.663071
21,78.0,99.0,80,MAGDALENA,SANTA BARBARA DE PINTO,VELADERO,288,367,655,1,,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN,9.498344,-74.750298
21,79.0,0.0,00,MAGDALENA,SITIONUEVO,PUESTO CABECERA MUNICIPAL,6264,6912,13176,4,,CALLE 4 # 21 - 05,10.768478487286362,-74.71954762790679
21,79.0,99.0,01,MAGDALENA,SITIONUEVO,BUENAVISTA,330,478,808,1,,INSTITUCION  EDUCATIVA  RURAL DE BUENAVISTA,10.84149577,-74.5099768
21,79.0,99.0,05,MAGDALENA,SITIONUEVO,NUEVA VENECIA (EL MORRO),715,947,1662,1,,INST. EDUCATIVA NUEVA VENECIA,10.828606384306815,-74.57478571960938
21,79.0,99.0,09,MAGDALENA,SITIONUEVO,PALERMO,2513,2690,5203,2,,CLL 3 No 3-70,10.958669271862538,-74.74019081320426
21,79.0,99.0,15,MAGDALENA,SITIONUEVO,SAN ANTONIO,384,450,834,1,,I.E.D SAN ANTONIO,10.863402391960976,-74.70724737043084
21,85.0,0.0,00,MAGDALENA,TENERIFE,PUESTO CABECERA MUNICIPAL,3355,3726,7081,2,,COLEGIO NELSON MIRANDA,9.900421506264466,-74.86091813155687
21,85.0,99.0,04,MAGDALENA,TENERIFE,EL CONSUELO,97,137,234,1,,I.E.D. EL CONSUELO,9.9063043,-74.667257
21,85.0,99.0,05,MAGDALENA,TENERIFE,EL JUNCAL,55,81,136,1,,I.E.D. EL JUNCAL,9.938394841387806,-74.79480239260137
21,85.0,99.0,07,MAGDALENA,TENERIFE,MANUEL BARRIOS,25,38,63,1,,I.E.D. MANUEL BARRIO,9.948049434511262,-74.65683626736735
21,85.0,99.0,13,MAGDALENA,TENERIFE,REAL DEL OBISPO,547,727,1274,1,,INST.EDU.EL REAL DEL OBISPO,9.980212,-74.782173
21,85.0,99.0,16,MAGDALENA,TENERIFE,SAN ANTONIO,21,47,68,1,,I.E.D. SAN ANTONIO,9.927635282955483,-74.69168699878881
21,85.0,99.0,17,MAGDALENA,TENERIFE,SAN LUIS,1011,1081,2092,1,,I.E.D. ANUAR RIVERA JATTAR,9.832504,-74.842979
21,85.0,99.0,70,MAGDALENA,TENERIFE,SANTA INES,440,564,1004,1,,I.E.D. SANTA INES,9.976617,-74.722359
21,85.0,99.0,85,MAGDALENA,TENERIFE,VERDUN,4,13,17,1,,I.E.D. VERDUN,9.938738352319625,-74.63737824611638
21,90.0,0.0,00,MAGDALENA,ZAPAYAN,PUESTO CABECERA MUNICIPAL,1758,1970,3728,1,,I.E. LICEO ZAPAYAN,10.173288,-74.7203556
21,90.0,99.0,05,MAGDALENA,ZAPAYAN,EL BONGO,74,115,189,1,,CENTRO EDUCATIVO SAN MARTIN,10.182609617224612,-74.6322226645233
21,90.0,99.0,10,MAGDALENA,ZAPAYAN,CAÑO DE AGUAS,482,592,1074,1,,I.E. CAÑO DE AGUA,10.2137571,-74.5957032999998
21,90.0,99.0,15,MAGDALENA,ZAPAYAN,CAPUCHO,313,361,674,1,,I.E. CAPUCHO,10.159709780412179,-74.72367633208017
21,90.0,99.0,18,MAGDALENA,ZAPAYAN,CERRITOS,171,233,404,1,,I.E. CERRITOS,10.24722601418209,-74.68309236920199
21,90.0,99.0,20,MAGDALENA,ZAPAYAN,PIEDRAS DE MOLER,927,1013,1940,1,,I.E. DAGOBERTO OROZCO BORJA,10.100573099495024,-74.72996696234677
21,90.0,99.0,25,MAGDALENA,ZAPAYAN,PIEDRAS PINTADAS,497,616,1113,1,,I.E. LICEO ZAPAYAN SEDE PIEDRA PINTADA,10.091329096197247,-74.75831462657374
21,95.0,0.0,01,MAGDALENA,ZONA BANANERA (SEVILLA),IED JOSE BENITO V DE A SD ESC R DE VARON,4347,4812,9159,3,,CLL 5 No 4 - 60,10.764519386409098,-74.13617245661432
21,95.0,0.0,02,MAGDALENA,ZONA BANANERA (SEVILLA),IED JOSE BENITO VIVES DE ANDREIS,44,38,82,1,,CALLE 5 CRA 11,10.76455707090718,-74.13786520919267
21,95.0,99.0,15,MAGDALENA,ZONA BANANERA (SEVILLA),CANDELARIA,401,470,871,1,,I.E.D. CANDELARIA,10.854607789851658,-74.2237791700375
21,95.0,99.0,20,MAGDALENA,ZONA BANANERA (SEVILLA),LA GRAN VIA,1213,1192,2405,1,,I.E.D  LAS MERCEDES,10.852669,-74.1370592
21,95.0,99.0,23,MAGDALENA,ZONA BANANERA (SEVILLA),GUACAMAYAL,3956,3974,7930,3,,GUACAMAYAL (IED JOSE CELESTINO MUTIS ),10.7511665,-74.160882921
21,95.0,99.0,24,MAGDALENA,ZONA BANANERA (SEVILLA),IED MACONDO,8,2,10,1,,CALLE 3 CRA 5,10.7514039,-74.159345721
21,95.0,99.0,25,MAGDALENA,ZONA BANANERA (SEVILLA),GUAMACHITO,528,627,1155,1,,ESCUELA RURAL INMACULADA,10.692430106571189,-74.14917606810411
21,95.0,99.0,26,MAGDALENA,ZONA BANANERA (SEVILLA),JULIO ZAWADY,770,651,1421,1,,IED ARMANDO ESTRADA  SD MICAEL COTES,10.906723915338093,-74.15398534767685
21,95.0,99.0,28,MAGDALENA,ZONA BANANERA (SEVILLA),ORIHUECA,4610,4569,9179,3,,CALLE 11 NUM 2 28,10.8361607,-74.16318752025
21,95.0,99.0,30,MAGDALENA,ZONA BANANERA (SEVILLA),PALOMAR,533,583,1116,1,,ESCUELA RURAL MIXTA PALOMAR,10.789264052313236,-74.18410167703782
21,95.0,99.0,38,MAGDALENA,ZONA BANANERA (SEVILLA),IE DEPTAL ARMANDO ESTRADA FLORES S,3540,3641,7181,2,,CRA 2 No 7A 35,10.9036275,-74.1698943
21,95.0,99.0,39,MAGDALENA,ZONA BANANERA (SEVILLA),SAN JOSE DE KENNEDY,488,498,986,1,,I.E.D. SAN JOSE DE KENNEDY,10.745690664813534,-74.10236070310928
21,95.0,99.0,40,MAGDALENA,ZONA BANANERA (SEVILLA),SANTA ROSALIA,673,738,1411,1,,CLL 2 No  91-22,10.8330224,-74.12097962075
21,95.0,99.0,42,MAGDALENA,ZONA BANANERA (SEVILLA),SOPLADOR,995,1010,2005,1,,CARRERA 3 CALLE 3 ESQUINA,10.730680555108504,-74.21712390367013
21,95.0,99.0,49,MAGDALENA,ZONA BANANERA (SEVILLA),TUCURINCA,1949,1886,3835,1,,CALLE 5 No 32-5,10.652235312436733,-74.1676730811626
21,95.0,99.0,55,MAGDALENA,ZONA BANANERA (SEVILLA),CARITAL,201,189,390,1,,E.R.M. CARITAL,10.884376,-74.212257
